,Unnamed: 0,dataset,elevation,location.lat,location.lng,y,x,ix,iy
0,0,srtm30m,3454.0000, 37.2354,-118.6974,-7749,-3374,0,0
1,1,srtm30m,3468.0000, 37.2354,-118.6946,-7749,-3125,1,0
2,2,srtm30m,3467.0000, 37.2354,-118.6918,-7749,-2874,2,0
3,3,srtm30m,3480.0000, 37.2354,-118.6889,-7749,-2625,3,0
4,4,srtm30m,3502.0000, 37.2354,-118.6861,-7749,-2374,4,0
5,5,srtm30m,3573.0000, 37.2354,-118.6833,-7749,-2125,5,0
6,6,srtm30m,3576.0000, 37.2354,-118.6805,-7749,-1874,6,0
7,7,srtm30m,3400.0000, 37.2354,-118.6776,-7749,-1624,7,0
8,8,srtm30m,3344.0000, 37.2354,-118.6748,-7749,-1375,8,0
9,9,srtm30m,3346.0000, 37.2354,-118.6720,-7749,-1124,9,0
10,10,srtm30m,3344.0000, 37.2354,-118.6692,-7749,-875,10,0
11,11,srtm30m,3333.0000, 37.2354,-118.6663,-7749,-624,11,0
12,12,srtm30m,3309.0000, 37.2354,-118.6635,-7749,-375,12,0
13,13,srtm30m,3347.0000, 37.2354,-118.6607,-7749,-125,13,0
14,14,srtm30m,3432.0000, 37.2354,-118.6579,-7749,125,14,0
15,15,srtm30m,3465.0000, 37.2354,-118.6550,-7749,374,15,0
16,16,srtm30m,3389.0000, 37.2354,-118.6522,-7749,625,16,0
17,17,srtm30m,3316.0000, 37.2354,-118.6494,-7749,874,17,0
18,18,srtm30m,3374.0000, 37.2354,-118.6466,-7749,1125,18,0
19,19,srtm30m,3392.0000, 37.2354,-118.6438,-7749,1375,19,0
20,20,srtm30m,3443.0000, 37.2354,-118.6409,-7749,1624,20,0
21,21,srtm30m,3494.0000, 37.2354,-118.6381,-7749,1875,21,0
22,22,srtm30m,3384.0000, 37.2354,-118.6353,-7749,2124,22,0
23,23,srtm30m,3316.0000, 37.2354,-118.6325,-7749,2375,23,0
24,24,srtm30m,3293.0000, 37.2354,-118.6296,-7749,2624,24,0
25,25,srtm30m,3244.0000, 37.2354,-118.6268,-7749,2874,25,0
26,26,srtm30m,3140.0000, 37.2354,-118.6240,-7749,3125,26,0
27,27,srtm30m,3019.0000, 37.2354,-118.6212,-7749,3374,27,0
28,28,srtm30m,3463.0000, 37.2376,-118.6974,-7499,-3374,0,1
29,29,srtm30m,3466.0000, 37.2376,-118.6946,-7499,-3125,1,1
30,30,srtm30m,3463.0000, 37.2376,-118.6918,-7499,-2874,2,1
31,31,srtm30m,3452.0000, 37.2376,-118.6889,-7499,-2625,3,1
32,32,srtm30m,3473.0000, 37.2376,-118.6861,-7499,-2374,4,1
33,33,srtm30m,3497.0000, 37.2376,-118.6833,-7499,-2125,5,1
34,34,srtm30m,3444.0000, 37.2376,-118.6805,-7499,-1874,6,1
35,35,srtm30m,3403.0000, 37.2376,-118.6776,-7499,-1624,7,1
36,36,srtm30m,3383.0000, 37.2376,-118.6748,-7499,-1375,8,1
37,37,srtm30m,3383.0000, 37.2376,-118.6720,-7499,-1124,9,1
38,38,srtm30m,3380.0000, 37.2376,-118.6692,-7499,-875,10,1
39,39,srtm30m,3395.0000, 37.2376,-118.6663,-7499,-624,11,1
40,40,srtm30m,3414.0000, 37.2376,-118.6635,-7499,-375,12,1
41,41,srtm30m,3459.0000, 37.2376,-118.6607,-7499,-125,13,1
42,42,srtm30m,3545.0000, 37.2376,-118.6579,-7499,125,14,1
